F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,Class
0.2019,0,-4649.6,-11.4537,-4.8372,0,4.9236,-9.243,-2.1098,6.174,-2611.4,-2.4732,5.84135,-10498.86,24269.04,-0.4,103708.34,3.6776,1419.32,-4198.16,-42.93,True
1.34,0,-6441.44,-11.1507,-4.08138,1,3.94918,-19.417,-42.56,4.995,-2111.2,-2.2344,5.9205,-11969.16,39917.64,-0.4,103714.28,2.8902,1450.1,-4393.42,-43.23,True
0.3318,1,-5094.24,-11.8503,-6.6732,0,4.2324,-10.406,-9.588,6.985,-2588.7,-2.4036,5.769362,-13371.96,20315.94,-1.4,103875.84,7.062,1458.91,-4373.42,-46.5,True
1.813,1,-4923.58,-12.3687,-11.688,0,7.322,-19.748,-24.74,3.04956,-2859.14,-7.77,7.408,-11844.96,23743.14,-1.4,103855.75,4.126,1497.73,146.52,-42.96,False
0.612,1,-7499.44,-13.2252,-6.5661,1,6.01,-20.08,-12.084,4.8,-2625.3,-4.246,5.80291,-12146.46,23965.44,-0.4,103911.08,2.5248,1530.514,-4445.56,,True
0.4336,1,-2649.44,-10.8819,-9.03,0,4.9806,-11.991,-4.086,6.655,-3084.9,-6.7,8.283,-9882.96,26171.64,-1.4,103823.8,2.464,1555.74,-4400.88,-42.96,False
0.8056,1,-4792.96,-11.6409,-4.6428,1,5.954,-14.5155,-25.84,3.3733,-2874.63,-1.8906,5.8756,-11149.56,22892.55,-0.4,103902.2,6.736,1798.62,-4862.28,,False
0.6664,0,-3006.24,-11.4375,-5.5662,0,5.4474,-18.564,-19.162,3.0974,-2936,-4.922,5.9695,-10961.76,24359.34,-1.4,103837.93,2.51,1513.84,-1611.48,,True
0.13425,1,-4152.04,-10.55025,-6.0204,1,4.6846,-14.2716,-22.3,3.7527,-2358.4,-5.544,6.4684,-7073.76,22532.64,-1.4,103837.67,2.7428,1505.74,-3592.28,-37.62,False
0.15158,0,-4974.44,-11.6724,-5.0892,1,7.318,-23.667,-2.46,3.4874,-2477,-2.1032,6.878,-5834.76,23343.87,-0.4,103746.92,3.5152,1869.92,-5049.68,,False
0.6338,0,-4623.3,-11.6652,-4.6158,1,4.3676,-16.808,-0.7834,3.1877,-2908.48,-2.4834,5.9522,-10616.16,25910.04,-0.4,103660.6,9.21,1536.91,-3192.48,-43.5,True
1.278,0,-4673.96,-15.195,-4.7658,1,5.0188,-20.153,-2.095,7.363,-2882.16,-3.668,6.0123,-11456.73,22424.04,-0.4,104129.86,2.6056,1509.3,-4303.4,-42.33,False
0.263,1,-4948.44,-12.4413,-6.1029,0,4.2286,-13.95146,-6.732,3.5416,-2774.95,-4.656,9.91,-13026.96,27254.64,-1.4,104218.66,5.814,1504.89,-4266.3,,False
1.658,0,-7107.44,-10.9878,-4.4193,0,4.1728,-17.197,-3.912,3.3262,-2338.8,-3.471,5.78853,-11527.32,24220.14,-1.4,103875.68,2.258,1548.06,-4470.76,,False
1.342,0,-7351.44,-10.8696,-6.3894,0,3.95542,-15.352,-22.9,3.5003,-2342.1,-2.2454,5.78972,-12064.56,42413.64,-1.4,103835.09,2.552,1400.82,-4548.54,,True
0.2675,1,-5188.04,-10.8618,-5.1234,0,4.0686,-19.761,-0.8588,3.8231,-2650.9,-6.184,7.575,-13003.86,22784.34,-1.4,104040.16,3.6122,1498.39,-3948.48,,False
2.438,0,-5326.04,-14.787,-8.967,0,4.2888,-14.8774,-6.542,3.4559,-2700.4,-2.2502,6.0722,-11650.29,21853.44,-1.4,103829.94,3.9812,1510.14,-4229.42,,False
1.468,0,-4814.52,-21.561,-4.4553,0,6.66,-9.484,-41.04,5.567,-2825.55,-1.66992,6.6645,-11642.835,23317.83,-1.4,103858.36,2.6952,208.92,-4119.28,,True
0.19,0,-5365.04,-10.54947,-6.8124,1,5.824,-15.325,-76.1,4.308,-1032.3,-3.2486,5.80024,-10636.86,22837.14,-1.4,103813.8,2.9524,1530.591,-4284.78,-48.48,True
0.3011,1,-5461.24,-12.309,-4.6467,1,7.054,-19.38,-60.06,5.301,-2586,-2.3876,5.85817,-11824.83,23239.23,-0.4,102519.06,3.5352,1569.98,-4415.64,-49.47,True
1.966,0,-4835.52,-15.477,-5.6718,0,4.564,-12.72,-76.5,3.2794,-2884.81,-2.1494,6.0795,-11803.8,25875.24,-0.4,102511.26,10.716,1452.36,-5059.68,-47.13,True
1.337,0,-3782.24,-11.0616,-6.1269,0,4.6606,-19.144,-14.174,4.411,-3171.6,-8.624,6.1637,-11422.29,25885.14,-0.4,103876.3,2.22678,1539.936,-4499.44,-45.54,True
1.197,0,-5121.44,-16.104,-4.0557,0,8.38,-13.2909,-36.24,3.8586,-2848.46,-1.71956,6.0942,-11582.61,23478.24,-1.4,104089.86,3.1582,1756.22,-4633.48,,True
1.681,1,-4977.44,-10.9335,-7.83,1,8.412,-8.657,-16.084,3.6488,-2645.7,-2.8194,7.154,-11660.91,23507.34,-0.4,103914.92,4.564,1529.957,-4531.72,,True
0.3413,1,-6997.44,-10.8675,-14.613,0,4.6244,-5.831,-5.95,3.968,-3104.4,-2.819,5.8963,-12393.66,22877.58,-1.4,103846.08,2.5048,1541.224,-4672.48,-40.74,False
0.4423,1,-5293.84,-11.6802,-6.7743,0,4.6536,-24.12,-7.414,4.8,-2844.065,-5.758,6.338,-11975.16,25179.84,-0.4,103832.89,3.513,1541.46,-4555.28,-50.28,True
0.4381,0,-1835.44,-12.2967,-5.2698,0,5.3518,-13.4312,-42.36,4.658,-2843.102,-1.8908,6.3841,-10185.66,23001.51,-0.4,103820.74,2.2896,1408.32,-4067.08,,False
1.278,0,-4791.7,-10.8729,-6.8817,1,5.6406,-19.224,-11.668,3.5187,-2573.2,-2.7906,7.157,-11731.71,23564.94,-1.4,103850.54,7.844,1400.42,-3477.28,,False
1.402,0,-5629.64,-11.3238,-4.8801,1,7.396,-9.448,-10.924,4.155,-2423.4,-2.8732,6.4241,-11829.24,22915.44,-0.4,103835.89,3.6242,1502.61,-4384.68,-43.74,False
2.284,0,-5625.44,-12.4092,-4.7241,0,5.0046,-7.78,-7.684,3.04347,-2603,-2.1138,6.819,-11880.3,22758.84,-1.4,103867.21,3.8406,1246.12,-1555.48,,False
0.4513,1,-4817.08,-20.22,-4.22325,1,6.004,-21.857,-53.46,5.362,-2786.84,-7.342,6.3797,-10931.16,23082.96,-0.4,103847.65,4.052,1523.531,-4176.88,-47.43,True
0.5471,1,-4885.3,-12.4584,-9.099,0,8.654,-15.24,-52.26,3.99,-2799.88,-4.35,5.79742,-12247.86,23489.34,-0.4,103907.14,4.434,1458.59,-3851.68,-43.8,True
0.201,1,-4486.64,-16.113,-5.4003,1,5.1384,-17.113,-12.776,4.866,-2753.8,-4.236,6.2511,-9726.36,24383.04,-0.4,103811.76,3.261,1491.25,-4016.68,-49.32,True
0.9383,1,-4488.04,-12.5937,-6.5001,1,7.312,-19.733,-9.33,3.1059,-2840.954,-3.854,6.2669,-11110.86,23090.31,-1.4,103889.1,4.28,1505.46,-1217.48,,False
0.2038,0,-5191.64,-13.848,-5.6379,1,5.8398,-18.45,-7.46,4.055,-2889.28,-2.1518,5.762542,-10914.66,22597.14,-0.4,103875.78,3.1594,1575.32,-4487.98,,False
0.13999,0,-5833.44,-11.472,-6.5859,1,4.1368,-13.6879,-57.8,3.0874,-2198.7,-1.9136,5.760316,-12514.86,28871.64,-1.4,103842.26,2.5106,1224.02,-989.48,,True
2.799,0,-5762.64,-11.016,-3.999396,1,4.2948,-18.597,-21.78,3.1497,-2262.5,-3.5174,5.77922,-11733.18,26094.84,-1.4,103884.78,2.9426,1478.62,-3483.08,-46.17,False
0.3965,1,-5279.04,-15.834,-9.237,1,5.2376,-20.524,-19.126,4.963,-2748.27,-2.288,6.031,-10615.86,24685.44,-0.4,103856.92,2.505,1670.02,-4439.66,,True
0.8479,1,-4502.64,-14.535,-4.4862,0,9.818,-19.538,-8.922,4.339,-2753.17,-8.14,6.3674,-10779.36,22777.14,-0.4,104044.4,3.022,1535.973,-4065.68,,False
0.4908,1,-5415.24,-10.55874,-4.9095,1,4.8058,-24.66,-4.82,5.958,189.7,-3.449,6.4254,-11915.04,22595.04,-1.4,103848.23,3.8296,1523.824,-4348.76,-46.62,True
1.0549,1,-2399.44,-13.821,-5.4435,1,6.034,-8.756,-4.988,3.7442,-2781.19,-2.5834,6.0878,-11175.96,24408.84,-1.4,104170.66,2.5166,1399.32,-3335.48,,False
2.648,0,-4688.86,-15.066,-6.6231,0,4.1166,-15.627,-18.714,3.072,-2707.8,-5.344,6.3175,-11435.61,32675.64,-0.4,103839.52,7.046,1541.095,-2526.28,-48.87,True
1.605,1,-5274.84,-20.115,-8.556,0,4.286,-16.441,-39.22,3.6249,-2826.38,-2.4282,6.3729,-11925.66,22649.34,-0.4,103622.26,3.8912,1310.92,-3781.88,-42.45,False
0.5004,0,-5781.44,-11.1756,-4.27356,0,9.332,-19.218,-13.512,3.7012,-2858.99,-5.504,6.3841,-12582.96,23146.635,-0.4,103846.86,3.1602,1508.31,-4385.94,-46.05,False
0.3964,0,-4285.24,-12.1806,-4.7907,1,9.92,-13.98714,-3.19,3.01329,-2571,-2.5844,6.0661,-10506.66,23473.74,-1.4,103846.57,2.7076,1499,2144.52,,True
1.498,0,-5864.44,-10.6902,-4.824,1,5.2514,-12.234,-23.74,3.3701,-3108.8,-4.79,6.2303,-11850.3,23041.83,-0.4,103867.09,3.0232,1517.44,-4736.88,,False
1.439,0,-5109.84,-12.0318,-3.994527,1,5.4648,-13.5347,-45.8,3.4632,-2834.364,-2.394,7.437,-12080.76,22229.34,-1.4,103909.12,6.75,1388.52,-4434.92,,False
0.12581,1,-4629.2,-13.479,-11.589,1,5.3514,-25.76,-40.34,4.241,-2736.4,-2.5622,5.8813,-9717.96,23778.54,-1.4,99104.66,3.2994,1392.12,-3854.28,,True
0.4789,0,-4587.72,-11.6259,-5.7693,0,5.7184,-9.229,-20.32,3.1083,-2835.396,-2.3058,5.761989,-10594.56,23087.7,-1.4,103888.18,2.23214,1637.32,-4984.28,,False
0.6595,0,-4908.42,-15.045,-5.9106,1,5.2564,-11.074,-20.42,3.04051,-2725.1,-5.13,6.0414,-11390.13,23184.546,-1.4,103804.98,6.248,1538.225,-3938.48,-47.97,True
1.31,0,-5038.24,-10.64625,-4.5219,0,4.4792,-14.5822,-14.718,3.1559,-3188.9,-1.6832,6.2553,-11378.43,22007.64,-1.4,103855.15,3.3226,2298.92,-5942.88,-38.94,False
0.14977,1,-4838.7,-12.9402,-4.27431,0,6.918,-18.152,-14.414,3.1359,-2624.5,-1.8458,5.764272,-7781.76,23655.24,-0.4,103845.1,4.924,1794.52,-4661.28,,True
0.2403,1,-5136.84,-12.3405,-7.836,0,4.3402,-20.637,-5.878,3.1036,-2971.7,-2.6142,5.85102,-12363.36,20918.64,-0.4,103914.76,3.926,1501.04,-5008.68,-46.23,False
1.551,1,-4590.72,-17.019,-8.202,0,8.832,-13.748,-10.25,3.2056,-2845.852,-3.261,5.8747,-11328.21,23116.02,-0.4,103903.48,5.49,1503.12,-2706.28,,False
0.2743,1,-4743.392,-12.0462,-5.3439,0,4.2318,-17.151,-81.9,3.3082,-2822.15,-3.948,6.0118,-11087.76,27566.64,-1.4,104016.9,4.132,1516.85,-4002.48,,False
1.556,1,-5028.44,-10.67208,-5.1894,0,7.434,-10.024,-5.032,4.224,-2015.2,-2.9126,5.761084,-11902.41,22949.58,-1.4,103861.19,7.742,1504.1,-4495.8,-47.01,True
1.976,1,-6915.44,-16.437,-7.851,0,5.6012,-14.8512,-7.492,3.9345,-2760.8,-7.048,6.4679,-11767.29,24163.14,-0.4,103917.88,2.612,1531.6224,-4564.88,-50.31,True
0.9655,1,-5420.84,-10.7751,-9.654,1,5.6312,-13.2251,-3.488,3.1629,-2459.8,-3.0594,5.79054,-12340.86,22387.44,-1.4,103811.36,3.9764,1360.32,-1821.48,-46.38,False
2.839,1,-4810.54,-10.6995,-9.078,1,4.2152,-14.532,-11.484,3.3159,-3272.8,-2.38,6.2739,-11800.53,30191.64,-1.4,103972.94,8.198,1254.32,-3203.28,,False
1.4,0,-7975.44,-11.757,-4.6002,1,11.046,-13.309,-14.492,3.5358,-3036.1,-6.366,5.78828,-12039.96,23443.86,-1.4,103842.57,2.3302,1507.05,-4532.92,-41.1,False
0.2349,0,-5271.24,-10.5558,-6.0312,1,8.16,-24.4,-76.98,4.224,-2437.2,-1.912,6.2175,-12759.36,23521.14,-0.4,103890.4,3.1518,1332.42,-4303.56,-45.66,True
1.064,0,-4745.7378,-21.363,-6.8688,0,7.082,-26.08,-126.76,4.149,-2795.84,-4.158,5.82966,-11373.45,23743.74,-0.4,103965.92,2.8002,1523.579,-4134.48,,True
0.4852,1,-4826.66,-11.3919,-4.4049,1,7.012,-12.9836,-5.5,3.9353,-2879.44,-3.3084,5.8668,-12046.26,23561.04,-0.4,103821.12,4.564,1442.01,-3949.08,-45.15,False
3.683,1,-4662.3,-13.3791,-4.8636,0,9.212,-20.566,-21.42,3.03414,-2849.1,-6.686,5.7602714,-11536.29,23473.14,-1.4,103577.46,3.8398,1539.679,-5077.48,-45.39,False
0.5158,0,-4639.26,-10.782,-6.0246,0,12.324,-15.288,-3.028,4.028,-3085.2,-4.056,7.927,-10959.66,23090.49,-1.4,103873.02,4.62,1506.66,-4003.88,-41.76,False
2.172,1,-5061.04,-19.935,-4.4988,0,5.3704,-15.427,-29.1,4.016,-2801.7,-1.72986,6.1876,-11740.17,24098.94,-1.4,103795.86,4.53,998.02,-4171.24,,False
1.0459,1,-11223.44,-12.5016,-4.5207,1,7.608,-22.342,-1.828,3.8849,-2880.93,-1.8106,5.763226,-11893.92,23088.69,-1.4,103552.06,2.20764,1468.27,-4606.08,,False
0.9965,1,-4787.4,-11.6433,-4.14978,1,8.746,-12.655,-12.934,3.4514,-2718.9,-3.974,5.761452,-11789.97,23348.49,-1.4,103828.94,6.998,1453.4,-3173.28,,False
0.5104,1,-4697.24,-16.986,-5.3949,1,4.0556,-20.125,-64.66,3.5173,-2892.53,-7.436,6.924,-11384.22,18998.64,-1.4,103975.6,6.738,1509.67,-3560.68,-40.26,False
2.284,0,-6369.44,-18.279,-5.3457,0,6.082,-3.44,-8.124,3.1638,-2802.79,-5.468,6.0089,-11899.5,23941.44,-0.4,103949.9,2.6656,1472.83,-2325.48,-41.61,True
0.4487,1,-4939.74,-12.3087,-5.7036,0,8.86,-16.984,-5.244,4.481,-2564.8,-7.64,5.82179,-11151.36,23337.45,-0.4,103900.68,4.88,1538.763,-4362.67,,False
0.7721,1,-8241.44,-12.0864,-6.5853,1,4.05,-4.84,-0.17516,4.113,-3058.5,-1.7766,6.6515,-11967.66,32819.64,-1.4,103706.2,2.1828,1384.32,-4560.68,,False
0.13292,1,-5077.04,-12.3708,-5.9802,1,4.3672,-15.531,-22.5,3.3572,-2853.84,-2.4168,5.9443,-17984.76,21444.24,-0.4,103841.04,6.442,1460.71,-4782.48,,False
1.427,1,-4259.64,-14.634,-4.5396,1,6.186,-20.692,-18.844,3.3338,-2876.23,-2.1172,5.9025,-11204.76,23813.34,-1.4,103895.88,4.846,1330.32,-2415.08,-40.68,False
0.3305,0,-4788.12,-11.8269,-6.0618,1,6.338,-12.384,-6.146,3.1774,-2648.4,-4.284,5.7607336,-11771.94,23254.2,-0.4,103856.27,5.096,1464.51,-1315.48,,True
2.329,0,-4692.84,-13.671,-5.0757,0,4.98,-20.627,-1.497,3.2665,-2656.2,-2.9724,6.0739,-11463.99,25242.84,-0.4,103034.66,4.172,1534.168,-3524.68,,True
0.2693,0,-5927.44,-11.4936,-9.414,0,4.21,-10.334,-0.30424,4.021,-2214.5,-2.7014,5.9296,-9720.36,29225.64,-0.4,103797.5,2.5088,1697.12,-4769.08,,True
0.2087,0,-4646.3,-10.8429,-10.098,0,4.2418,-8.688,-29.02,3.2373,-2648.7,-2.1078,5.762042,-8378.76,27179.64,-1.4,103882.92,4.0284,1732.02,-5038.08,,True
0.504,0,-5017.64,-11.3904,-6.2709,1,6.376,-18.179,-12.636,5.721,-2273.7,-3.848,5.760248,-10329.96,22699.74,-1.4,103843.91,3.794,1606.84,-4433.38,,True
0.1671,0,-4634.08,-11.2926,-8.43,1,10.658,-16.016,-14.804,3.1324,-2705,-1.9014,5.79486,-8549.76,23051.79,-1.4,103872.6,5.036,1243.82,-993.48,,False
0.2033,1,-4688.04,-12.0903,-6.4599,0,6.05,-12.423,-44.3,3.02492,-2613.6,-3.562,5.8684,-10176.06,22755.84,-1.4,103864.73,2.911,1460.5,5620.52,-40.53,False
4.348,0,-4795.44,-15.198,-8.367,0,8.282,-17.666,-21.88,3.299,-2770.43,-8.574,6.1435,-11636.343,23629.44,-0.4,103913.32,4.074,1509.78,-2819.48,,True
0.6619,0,-4646.02,-11.772,-7.35,0,4.685,-6.231,-21.38,6.324,-2650.3,-1.7446,6.3353,-11373.27,24103.44,-1.4,103852.28,4.456,790.42,-4148.68,,True
1.151,1,-4673.32,-12.438,-6.6381,1,4.2252,-10.754,-24.78,3.4487,-2835.325,-2.2576,5.9863,-11390.73,28793.64,-1.4,103850.42,8.492,1440.53,-3683.28,-41.85,False
2.504,1,-8527.44,-15.018,-8.82,0,4.0524,-15.298,-4.408,3.1155,-2835.248,-4.036,6.2227,-11922.06,32606.64,-1.4,103941.84,2.4308,1482.93,-5335.28,,False
0.5644,0,-7419.44,-13.2003,-5.664,1,4.2186,-14.5943,-11.628,3.97,-2756.53,-8.338,5.9894,-12709.26,27380.64,-0.4,103781.84,2.5042,1513.58,-4309.66,,True
0.9378,1,-5820.04,-11.4474,-6.8514,0,6.504,-9.185,-13.024,3.803,-2515.8,-6.606,6.6684,-12180.66,22785.54,-0.4,103840.56,3.1204,1487.68,-3709.28,,False
0.4485,0,-3991.64,-16.815,-10.359,1,4.6624,-17.633,-16.628,3.2832,-2828.922,-1.65838,5.80947,-11102.46,22489.74,-0.4,103783.54,2.2958,515.92,-2654.68,,False
3.163,0,-5830.24,-11.1948,-7.743,1,4.0912,-15.772,-34.24,3.1764,-2959.3,-4.038,5.761158,-11712.39,30134.64,-0.4,103854.82,2.2428,1455.64,-2473.08,,True
0.4141,1,-10035.44,-12.1398,-5.1666,0,4.4574,-19.929,-10.482,5.249,-2454.1,-5.154,6.7336,-12708.96,21863.34,-1.4,103711.34,2.3682,1517.76,-4353.0652,-47.67,True
3.883,0,-5249.04,-11.8194,-7.326,0,9.084,-9.897,-33.24,3.1437,-2975.2,-1.7824,5.7763,-11728.14,22916.67,-1.4,103859.45,3.3712,560.02,-1617.48,-47.07,False
0.8657,1,-4206.24,-13.482,-5.2869,0,7.44,-14.2627,-28.06,3.9311,-2825.53,-2.1886,5.7862,-11005.56,23762.04,-1.4,103805.8,2.7046,1693.02,-4523.96,,False
0.7397,1,-3468.84,-14.373,-5.283,1,5.866,-13.4636,-38.16,4.183,-2853.15,-2.2036,5.761078,-11119.86,23981.04,-0.4,103594.86,2.6726,1366.92,-3889.48,-39.42,False
0.1615,1,-5008.44,-11.8293,-6.2361,1,6.676,-12.182,-8.95,3.7641,-2541.6,-1.8292,5.9064,-14111.46,23013.72,-1.4,103861.14,5.036,912.92,-3671.48,,True
2.341,0,-4022.64,-11.4759,-4.665,1,5.4888,-15.556,-9.78,3.4385,-2742.94,-5.048,6.766,-11407.38,24764.34,-0.4,103937.94,3.6824,1497.24,-2815.28,,True
1.0274,1,-8085.44,-17.388,-5.748,0,4.3458,-17.4,-11.552,3.1481,-2773.36,-2.008,7.82,-12296.16,28091.64,-1.4,103875.46,2.5226,1338.82,-5035.48,,True
0.6467,0,-7043.44,-11.487,-4.77,1,5.2928,-14.03218,-4.766,3.3577,-2463.1,-3.0106,5.9771,-12948.66,22192.14,-0.4,103860.02,2.7534,1335.82,-2835.88,-41.37,False
0.6555,0,-4345.64,-14.664,-5.3577,1,7.306,-18,-7.484,4.765,-2862.42,-2.4966,5.78684,-11068.26,22982.91,-1.4,103877.94,2.8104,1475.81,-4157.08,,False
1.085,1,-3321.24,-16.164,-5.7807,0,4.9606,-16.622,-24.26,4.031,-2819.18,-2.366,6.3774,-11327.85,25200.24,-0.4,103616.06,2.5538,1388.72,-3791.08,,True
0.4823,0,-5237.44,-12.4164,-4.17234,0,4.618,-16.638,-22.8,4.371,-2631.9,-1.8256,5.7600642,-12085.26,23279.58,-0.4,103953,4.704,1589.18,-4498.06,,False
1.125,0,-4821.52,-10.67229,-5.2854,0,4.9582,-10.326,-13.274,3.2696,-1061.3,-2.7488,7.853,-11263.56,25349.34,-0.4,103866.4,4.75,1631.67,-5020.48,,True
0.6987,0,-5449.04,-11.559,-8.691,0,9.116,-15.634,-21.44,3.3701,-2479.3,-3.146,6.1613,-12130.56,23167.344,-1.4,104023.14,4.246,1533.239,-4932.48,,False
0.1773,1,-5940.64,-15.927,-7.962,0,4.4116,-5.241,-67.42,4.943,-2847.42,-5.484,6.2081,-14389.56,26234.64,-0.4,103866.4,2.7104,1516.64,-4411.76,-45.15,True
0.674,1,-4704.28,-15.228,-6.8256,1,5.0152,-6.496,-9.498,3.2775,-2748.05,-3.2512,6.2519,-11184.96,24790.44,-1.4,103901,4.25,1514.15,-3422.28,,True
2.832,0,-4752.626,-11.8746,-4.05204,0,6.228,-16.946,-27.92,4.648,-2575.8,-7.596,5.81558,-11474.61,22354.44,-1.4,103645.66,8.344,1524.383,-4055.28,,False
1.073,1,-6299.04,-13.806,-7.74,1,4.9202,-9.228,-38.02,3.02275,-2641,-2.8472,5.9982,-11330.28,23612.64,-0.4,103850.41,2.4752,1612.11,-6467.48,,True
1.0072,1,-4571.48,-14.343,-5.8665,1,7.618,-11.939,-23.78,3.4919,-2776.75,-1.7472,6.0613,-11289.36,23011.65,-0.4,103841.2,4.288,849.12,-2918.88,-47.67,False
0.3656,0,-4900.6,-10.7607,-4.7349,1,4.7602,-19.815,-10.216,3.3331,-1577.3,-6.142,5.76232,-12495.66,22602.54,-1.4,103855.29,7.826,1494.84,-2991.68,,True
0.5982,1,-4995.84,-12.8052,-9.645,0,4.2622,-16.508,-42.02,3.3466,-2594.6,-3.2618,5.77497,-12073.86,24233.34,-0.4,103858.29,6.474,1484.15,-3868.48,-44.04,False
0.5717,1,-5198.44,-16.89,-5.4507,0,4.03402,-17.339,-17.272,3.2174,-2715.4,-2.6114,5.9357,-11004.66,20686.74,-1.4,103999.14,2.5882,1483.39,-2333.48,,True
1.132,1,-4736.52,-14.424,-5.4945,0,5.968,-24.76,-34.68,3.1732,-2765.94,-2.0336,6.965,-11432.25,23843.04,-0.4,103842.9,4.338,1444.28,-3094.88,-44.37,True
0.1497,1,-4727.99,-11.8818,-6.6849,1,4.304,-14.8657,-4.076,3.2227,-2663.7,-4.122,6.7428,-11430.18,28481.64,-1.4,103727.38,3.4288,1489.09,-2884.48,-47.91,False
0.3603,1,-14847.44,-10.7913,-6.4509,1,5.324,-12.9554,-84.96,5.088,-1340.3,-3.2242,5.9789,-12236.46,23535.84,-1.4,103862.99,2.14674,1499.35,-4291.1,-44.79,True
1.627,0,-4509.44,-12.0627,-6.1359,1,6.972,-17.597,-5.964,3.3723,-2843.491,-5.694,5.7606506,-11282.76,23082.93,-0.4,103845.98,2.7074,1556.29,-4619.08,,False
1.473,0,-4613.1,-11.7759,-4.2993,0,5.0942,-14.654,-1.0024,3.0667,-2683.8,-3.001,6.4361,-11273.76,24227.34,-0.4,103789.44,5.638,1538.427,-2101.48,,True
1.142,0,-5123.44,-10.61451,-5.9439,0,6.348,-11.865,-1.3096,3.2712,-2890.46,-3.5044,5.9518,-11968.56,22570.44,-1.4,103918.02,5.522,1494.03,-4511.1,-43.74,False
0.5599,1,-5633.04,-13.0377,-4.3965,1,4.5682,-7.596,-12.888,4.243,-2673.2,-2.6682,5.85181,-12453.36,25539.54,-1.4,103842.88,3.0686,1385.22,-4078.68,-51.54,True
0.2114,1,-5346.04,-11.61,-5.1045,1,6.564,-7.973,-48,3.2305,-2598.6,-3.928,6.0639,-10099.26,23900.94,-1.4,103827,2.3636,1553.99,-4683.68,,True
0.3564,1,-4942.78,-11.4312,-4.9869,0,5.43,-17.442,-41.62,4.846,-2428.5,-2.128,5.78073,-9640.86,22432.74,-1.4,103902.6,4.898,1918.92,-4599.88,,True
1.212,0,-6709.04,-12.5205,-4.9362,1,4.7002,-12.386,-2.84,3.0702,-2630.4,-4.112,5.77777,-12320.46,25592.64,-1.4,103839.95,2.7796,1439.72,-1421.48,-40.29,True
2.173,1,-4828.36,-10.8723,-5.0481,1,10.022,-9.345,-25.46,3.0564,-1866.2,-5.974,5.765971,-11503.32,23311.77,-0.4,104620.06,8.302,1549.22,-5522.68,-43.17,True
0.59,0,-5250.64,-11.226,-4.8336,1,4.463,-17.206,-8.26,4.228,-2191.9,-1.67658,5.9157,-12467.16,28430.64,-1.4,103804.88,3.3518,-50.08,-3929.28,,True
3.099,1,-5069.24,-11.0112,-6.129,1,4.828,-16.294,-7.996,3.03897,-2696.9,-7.784,5.9817,-11579.76,25162.14,-0.4,103851.67,2.7056,1535.97,-5592.28,,True
0.4663,1,-4650.52,-18.33,-4.19787,1,4.772,-20.293,-24.46,3.973,-2829.863,-3.544,5.763288,-11254.86,24971.04,-0.4,104007.58,2.4252,1516.37,-4216.94,,True
1.191,0,-7927.44,-12.4164,-5.9832,0,6.17,-13.3298,-23.56,3.1644,-2922.12,-2.8432,5.9339,-12058.26,22793.94,-0.4,103810.5,2.2908,1351.52,-2159.48,-41.04,False
2.614,1,-4291.44,-13.722,-5.9265,0,6.99,-10.828,-0.30542,6.991,-2829.087,-1.9666,6.4274,-11426.13,23689.44,-1.4,104061.26,3.1042,1656.62,-4341.12,,False
1.298,1,-4772.3,-11.6721,-8.241,0,4.342,-9.682,-2.768,6.382,-2779.33,-7.112,5.82985,-11201.46,21913.44,-1.4,103859.52,3.4364,1553.71,-4403.4,,False
0.4293,1,-4793.12,-11.0958,-6.8505,0,4.9006,-13.4248,-14.83,3.5757,-2810.76,-5.06,6.0255,-10787.76,23152.797,-0.4,103795.42,6.368,1552.68,-4602.28,,False
3.407,0,-4961.84,-10.5756,-8.46,1,4.4164,-15.069,-9.084,4.49,-377.3,-2.9688,5.78606,-11725.2,26576.64,-0.4,103853.14,5.568,1412.52,-4075.28,-45.57,True
1.698,1,-4650.92,-18.57,-6.7695,1,6.972,-7.294,-4.53,3.6605,-2852.53,-2.4568,5.83279,-11442.18,22928.85,-1.4,103590.06,4.508,1468.7,-3874.08,,False
1.0444,1,-5775.64,-13.806,-10.035,0,9.72,-12.323,-18.404,3.8596,-2688.8,-2.217,7.044,-12200.46,22996.77,-0.4,103861.94,3.4168,1195.32,-3756.08,,False
0.8243,0,-8107.44,-11.0778,-7.524,0,3.9656,-15.941,-24.04,3.4162,-3137.3,-10.406,5.77732,-12165.36,39707.64,-0.4,103873.98,2.3264,1528.06,-5066.28,-43.41,True
2.967,1,-5719.24,-12.8592,-5.514,1,9.18,-15.073,-16.244,4.927,-2720.5,-1.9804,5.9361,-11845.05,22962.6,-1.4,103696.98,4.15,1366.62,-4452.72,-48.75,True
1.109,1,-8713.44,-12.9591,-4.21203,0,11.812,-6.87,-22.38,3.1818,-2778.86,-2.4472,7.903,-12139.86,23144.523,-1.4,103874.14,2.5002,1516.44,-6076.88,,True
1.938,1,-5307.04,-15.468,-4.7259,1,5.3816,-9.02,-21.94,3.462,-2702.6,-2.3146,5.81711,-11957.76,24465.24,-0.4,103842.84,5.08,1388.82,-4309.3,-49.41,True
